fare_pkr,trip_duration_min,driver_rating,surge_multiplier,effective_fare,fare_per_min,fare_efficiency,Month,DayOfWeek,Hour_of_Day,Quarter,Is_Weekend,Is_Holiday,City_Raw_Lahore,City_Raw_Other,City_Raw_Peshawar,City_Raw_Quetta,Vehicle_Raw_SUV,Vehicle_Raw_Sedan,Vehicle_Raw_Van,Weather_Raw_Foggy,Weather_Raw_Rainy,Weather_Raw_Unknown,Weather_Raw_Windy,is_peak_hour,is_night_ride,is_high_surge,hour_sin,hour_cos,month_sin,month_cos
254.61,48.3,4.5,1.2,305.53,5.2714,212.175,1,4,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,0.866025
667.67,5.7,3.4,1.0,667.67,117.1351,667.67,1,4,18,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
948.93,58.3,4.8,1.5,1423.4,16.2767,632.62,1,5,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,1.0,0.5,0.866025
218.69,27.8,4.6,1.0,218.69,7.8665,218.69,1,5,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
254.41,31.6,3.6,1.0,254.41,8.0509,254.41,1,5,12,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,0.866025
196.65,4.9,4.4,1.0,196.65,40.1327,196.65,1,5,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
392.62,5.9,4.3,1.2,471.14,66.5458,327.18333333333334,1,6,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.5,0.866025
533.07,16.2,4.1,2.0,1066.14,32.9056,266.535,1,6,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.5,0.866025
618.49,4.2,2.8,1.5,927.74,147.2595,412.32666666666665,1,6,12,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-1.0,0.5,0.866025
503.9,8.0,4.0,2.0,1007.8,62.9875,251.95,1,6,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1.0,-0.0,0.5,0.866025
609.11,8.5,4.5,1.0,609.11,71.66,609.11,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.5,0.866025
424.22,3.8,4.0,1.0,424.22,111.6368,424.22,1,0,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0,0.0,0.5,0.866025
318.04,5.1,4.2,1.0,318.04,62.3608,318.04,1,0,12,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,0.866025
258.13,34.2,5.0,1.0,258.13,7.5477,258.13,1,0,18,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,-1.0,-0.0,0.5,0.866025
400.37,4.0,4.3,1.5,600.56,100.0925,266.91333333333336,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.5,0.866025
261.82,0.6,3.3,1.2,314.18,436.3667,218.1833333333333,1,1,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
524.99,21.8,4.2,2.0,1049.98,24.0821,262.495,1,1,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,-1.0,0.5,0.866025
264.26,82.0,4.3,1.0,264.26,3.2227,264.26,1,1,18,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
337.18,8.9,3.9,1.0,337.18,37.8854,337.18,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,0.866025
735.91,2.8,4.7,1.0,735.91,262.825,735.91,1,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
770.7,18.6,3.6,1.0,770.7,41.4355,770.7,1,2,12,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,0.866025
758.79,52.1,4.2,1.0,758.79,14.5641,758.79,1,2,18,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,-1.0,-0.0,0.5,0.866025
427.91,33.7,3.6,1.0,427.91,12.6976,427.91,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.5,0.866025
325.15,21.4,4.2,1.0,325.15,15.1939,325.15,1,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
565.41,8.3,4.7,1.0,565.41,68.1217,565.41,1,3,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,-1.0,0.5,0.866025
267.44,17.2,4.2,1.0,267.44,15.5488,267.44,1,3,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
633.6,2.1,4.2,1.0,633.6,301.7143,633.6,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,0.866025
309.15,25.0,4.3,1.0,309.15,12.366,309.15,1,4,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
391.6,28.4,4.3,1.0,391.6,13.7887,391.6,1,4,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,0.866025
640.6,73.8,4.6,1.0,640.6,8.6802,640.6,1,4,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
140.18,6.6,4.6,1.0,140.18,21.2394,140.18,1,5,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.5,0.866025
316.46,0.4,5.0,1.0,316.46,791.15,316.46,1,5,6,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.5,0.866025
530.67,17.4,4.4,1.0,530.67,30.4983,530.67,1,5,12,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,0.866025
588.39,27.0,3.5,1.0,588.39,21.7922,588.39,1,5,18,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
541.24,34.4,4.7,1.2,649.49,15.7337,451.03333333333336,1,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.5,0.866025
389.01,4.7,5.0,1.2,466.81,82.7681,324.175,1,6,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
672.58,6.7,5.0,1.5,1008.87,100.3851,448.3866666666667,1,6,12,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-1.0,0.5,0.866025
253.24,15.8,5.0,1.0,253.24,16.0278,253.24,1,6,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
247.02,8.8,4.1,1.0,247.02,28.0705,247.02,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.5,0.866025
528.06,43.3,4.4,1.5,792.09,12.1954,352.04,1,0,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
237.06,14.1,4.2,1.0,237.06,16.8128,237.06,1,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,0.866025
965.0,35.4,4.1,1.2,1158.0,27.2599,804.1666666666667,1,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
321.47,19.1,4.2,1.0,321.47,16.8309,321.47,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,0.866025
666.39,32.6,4.9,1.0,666.39,20.4414,666.39,1,1,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
213.68,8.9,3.5,1.2,256.42,24.009,178.0666666666667,1,1,12,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,0.866025
865.12,39.2,3.8,1.0,865.12,22.0694,865.12,1,1,18,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
443.26,7.1,4.9,1.0,443.26,62.431,443.26,1,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.0,1.0,0.5,0.866025
316.69,17.4,5.0,1.0,316.69,18.2006,316.69,1,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
374.77,5.3,4.0,1.0,374.77,70.7113,374.77,1,2,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,0.866025
289.3,14.2,5.0,1.0,289.3,20.3732,289.3,1,2,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
391.03,8.4,4.8,1.0,391.03,46.5512,391.03,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.5,0.866025
221.18,6.8,4.2,1.2,265.42,32.5265,184.3166666666667,1,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
322.26,75.0,3.1,1.2,386.71,4.2968,268.55,1,3,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,0.866025
660.09,3.8,3.5,1.0,660.09,173.7079,660.09,1,3,18,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
489.91,34.1,4.0,2.0,979.82,14.3669,244.955,1,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.0,1.0,0.5,0.866025
250.33,91.2,4.7,1.0,250.33,2.7448,250.33,1,4,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
398.14,0.4,4.7,1.0,398.14,995.35,398.14,1,4,12,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,0.866025
775.04,26.4,4.1,1.5,1162.56,29.3576,516.6933333333333,1,4,18,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
342.6,6.4,4.2,1.2,411.12,53.5312,285.50000000000006,1,5,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,1.0,0.5,0.866025
235.59,0.9,4.3,1.2,282.71,261.7667,196.325,1,5,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
577.7,11.3,4.2,1.0,577.7,51.1239,577.7,1,5,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.5,0.866025
105.87,60.2,4.4,1.0,105.87,1.7586,105.87,1,5,18,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
379.26,0.3,4.3,1.5,568.89,1264.2,252.84,1,6,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.5,0.866025
808.4,19.5,3.5,1.0,808.4,41.4564,808.4,1,6,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
392.22,15.3,4.2,1.2,470.66,25.6353,326.85,1,6,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-1.0,0.5,0.866025
692.48,45.5,4.3,1.0,692.48,15.2193,692.48,1,6,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
233.73,1.9,4.8,1.5,350.6,123.0158,155.82,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.5,0.866025
384.25,25.2,3.9,1.0,384.25,15.248,384.25,1,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
365.36,25.1,4.4,1.0,365.36,14.5562,365.36,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,-1.0,0.5,0.866025
562.27,24.3,4.6,1.0,562.27,23.1387,562.27,1,0,18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
455.77,62.8,4.2,1.2,546.92,7.2575,379.8083333333333,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.0,1.0,0.5,0.866025
861.46,38.1,3.4,1.2,1033.75,22.6105,717.8833333333334,1,1,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.5,0.866025
332.45,0.9,4.8,1.0,332.45,369.3889,332.45,1,1,12,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,-1.0,0.5,0.866025
452.96,14.0,4.7,1.2,543.55,32.3543,377.4666666666666,1,1,18,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,-1.0,-0.0,0.5,0.866025
372.61,11.2,4.4,1.0,372.61,33.2688,372.61,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.866025,0.5
436.19,8.2,4.3,1.0,436.19,53.1939,436.19,2,2,6,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.866025,0.5
416.13,13.2,3.4,1.0,416.13,31.525,416.13,2,2,12,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,-1.0,0.866025,0.5
265.98,10.7,4.7,1.0,265.98,24.8579,265.98,2,2,18,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1.0,-0.0,0.866025,0.5
642.24,12.5,5.0,1.0,642.24,51.3792,642.24,2,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0.0,1.0,0.866025,0.5
303.81,85.3,3.7,1.0,303.81,3.5617,303.81,2,3,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.866025,0.5
292.15,2.0,5.0,1.2,350.58,146.075,243.4583333333333,2,3,12,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,-1.0,0.866025,0.5
171.91,56.2,4.9,1.2,206.29,3.0589,143.25833333333333,2,3,18,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,-1.0,-0.0,0.866025,0.5
327.35,14.4,3.7,1.2,392.82,22.7326,272.7916666666667,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.866025,0.5
301.65,21.5,4.1,1.0,301.65,14.0302,301.65,2,4,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.866025,0.5
52.62,39.0,3.6,2.0,105.24,1.3492,26.31,2,4,12,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.0,-1.0,0.866025,0.5
120.18,9.8,4.3,1.2,144.22,12.2633,100.15,2,4,18,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,-1.0,-0.0,0.866025,0.5
390.16,12.4,4.5,1.0,390.16,31.4645,390.16,2,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0,1.0,0.866025,0.5
842.57,11.6,3.6,1.5,1263.86,72.6353,561.7133333333334,2,5,6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.866025,0.5
191.29,10.3,4.5,1.0,191.29,18.5718,191.29,2,5,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.866025,0.5
432.11,57.1,4.6,1.0,432.11,7.5676,432.11,2,5,18,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,-1.0,-0.0,0.866025,0.5
385.31,38.8,4.6,1.0,385.31,9.9307,385.31,2,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.866025,0.5
600.26,2.5,4.5,1.0,600.26,240.104,600.26,2,6,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.866025,0.5
622.24,2.5,3.7,1.5,933.36,248.896,414.82666666666665,2,6,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.866025,0.5
1144.14,12.3,4.2,1.0,1144.14,93.0195,1144.14,2,6,18,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1.0,-0.0,0.866025,0.5
499.0,2.3,4.5,1.0,499.0,216.9565,499.0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0,1.0,0.866025,0.5
280.2,21.2,5.0,2.0,560.4,13.217,140.1,2,0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.866025,0.5
322.42,3.4,4.3,2.0,644.84,94.8294,161.21,2,0,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,-1.0,0.866025,0.5
340.34,16.3,4.5,1.2,408.41,20.8798,283.6166666666667,2,0,18,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-1.0,-0.0,0.866025,0.5
308.41,0.2,3.8,1.0,308.41,1542.05,308.41,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.866025,0.5
944.32,8.4,3.7,1.0,944.32,112.419,944.32,2,1,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0,0.0,0.866025,0.5
607.55,24.9,3.7,1.2,729.06,24.3996,506.2916666666666,2,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-1.0,0.866025,0.5
161.52,14.6,4.1,1.0,161.52,11.063,161.52,2,1,18,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-1.0,-0.0,0.866025,0.5
559.84,84.2,5.0,1.0,559.84,6.6489,559.84,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.866025,0.5
